datasetName;distribution;x1;y1;x2;y2;num_features;size;num_points;avg_area;avg_side_length_0;avg_side_length_1;E0;E2
dataset-0537;uniform;1.483225836;5.725163139;8.723562915;8.159135309;24092262;9348210120;481871019;0.004151024;0.001429057;2.44E-07;-2;1.99975788
